[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.6, 0.5583667222918555, 187.5, 0], Array([96.07361082], dtype=float64), 0.015240065465675018, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.566666666666666, 3.764966459774047, 187.5, 0], Array([113.20801619], dtype=float64), 8.57163890749745e-05, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.533333333333333, 0.8944856310577342, 187.5, 0], Array([110.38836322], dtype=float64), 0.00022678880013446662, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.5, 3.8032513235537038, 187.5, 0], Array([128.04286099], dtype=float64), 2.6357801607077583e-07, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.466666666666667, 1.6285404067607119, 187.5, 0], Array([131.77956359], dtype=float64), 5.2386765977104345e-08, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.433333333333334, 4.415674301108786, 187.5, 0], Array([162.81431871], dtype=float64), 1.089080929178759e-14, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.4, 2.6675163840738048, 187.5, 0], Array([182.05349914], dtype=float64), 1.9201514469075828e-19, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.366666666666667, 2.0471371404984855, 187.5, 0], Array([195.20722897], dtype=float64), 6.660898980146283e-23, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.333333333333334, 2.913072255802612, 187.5, 0], Array([214.39789382], dtype=float64), 3.3146019910683262e-28, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.3, 1.439485205028526, 187.5, 0], Array([247.04392682], dtype=float64), 8.505332460990593e-38, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.6, 3.5629470300961534, 187.5, 0], Array([89.87299399], dtype=float64), 0.06161314666260417, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.566666666666666, 2.7049979927918715, 187.5, 0], Array([104.23256006], dtype=float64), 0.0016199357593432336, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.533333333333333, 6.1944967989078625, 187.5, 0], Array([119.04379874], dtype=float64), 1.000654459541252e-05, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.5, 4.329598236446015, 187.5, 0], Array([136.13581202], dtype=float64), 7.41104309177808e-09, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.466666666666667, 3.5027829467856275, 187.5, 0], Array([150.16499322], dtype=float64), 8.458888634759429e-12, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.433333333333334, 5.191299971941859, 187.5, 0], Array([166.69525434], dtype=float64), 1.2902181536840461e-15, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.4, 4.508565869746318, 187.5, 0], Array([182.81310835], dtype=float64), 1.2241633098365547e-19, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.366666666666667, 0.2267315258905591, 187.5, 0], Array([208.17817459], dtype=float64), 1.8603995684008012e-26, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.333333333333334, 0.9107717100022864, 187.5, 0], Array([230.53771247], dtype=float64), 7.233808901859016e-33, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.3, 0.9187002290155424, 187.5, 0], Array([265.71645999], dtype=float64), 1.5161030398829024e-43, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.6, 0.04258263441858441, 187.5, 0], Array([101.61919008], dtype=float64), 0.0034818595177901535, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.566666666666666, 5.7571542988967295, 187.5, 0], Array([102.65885152], dtype=float64), 0.0025813612770923993, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.533333333333333, 4.79868103989797, 187.5, 0], Array([118.06530085], dtype=float64), 1.4519607157543783e-05, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.5, 2.532259867236652, 187.5, 0], Array([131.58174131], dtype=float64), 5.714842849679384e-08, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.466666666666667, 0.5296919283080425, 187.5, 0], Array([152.25369995], dtype=float64), 2.9141454889572154e-12, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.433333333333334, 1.4343833267294002, 187.5, 0], Array([155.65154478], dtype=float64), 5.001128214316715e-13, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.4, 0.5064523597616599, 187.5, 0], Array([175.87144705], dtype=float64), 7.134777006801018e-18, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.366666666666667, 5.49600677329225, 187.5, 0], Array([210.09762226], dtype=float64), 5.404646503705901e-27, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.333333333333334, 3.9847103066554777, 187.5, 0], Array([239.3176253], dtype=float64), 1.8041475892011527e-35, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.3, 1.6584390572115435, 187.5, 0], Array([265.05999715], dtype=float64), 2.430378344116835e-43, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.6, 0.0005799399605771824, 187.5, 0], Array([96.99122107], dtype=float64), 0.01210912970624127, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.566666666666666, 5.956182066575717, 187.5, 0], Array([117.2555589], dtype=float64), 1.9686577309932506e-05, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.533333333333333, 4.355891350918075, 187.5, 0], Array([110.98171049], dtype=float64), 0.0001854756814439837, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.5, 3.0843834310421903, 187.5, 0], Array([125.02921233], dtype=float64), 9.284897302336059e-07, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.466666666666667, 1.3165911014818088, 187.5, 0], Array([134.48017328], dtype=float64), 1.572295028187769e-08, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.433333333333334, 0.6429397298675376, 187.5, 0], Array([157.83416992], dtype=float64), 1.5827976151605417e-13, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.4, 5.038673850264392, 187.5, 0], Array([181.72028655], dtype=float64), 2.338395857490064e-19, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.366666666666667, 3.3789958178561093, 187.5, 0], Array([212.19728458], dtype=float64), 1.3882567911832557e-27, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.333333333333334, 0.7180102983212165, 187.5, 0], Array([234.28861382], dtype=float64), 5.659555466875711e-34, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.3, 3.094685310832777, 187.5, 0], Array([264.07522856], dtype=float64), 4.928837346228653e-43, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.6, 3.770992451236485, 187.5, 0], Array([91.4488757], dtype=float64), 0.044362250793552216, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.566666666666666, 4.652339141361084, 187.5, 0], Array([100.51823106], dtype=float64), 0.0047440568353349765, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.533333333333333, 4.58070461059203, 187.5, 0], Array([103.47099489], dtype=float64), 0.0020335763471968516, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.5, 4.13592019619594, 187.5, 0], Array([129.15706456], dtype=float64), 1.6381840196849913e-07, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.096910013008056, -14.466666666666667, 0.43820591807705905, 187.5, 0], Array([129.78131607], dtype=float64), 1.2520917250484102e-07, 76]
