[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -20.0, 0.6880103759294631, 187.5, 0], Array([31.52911303], dtype=float64), 0.9999999999855552, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.0, 6.26505342903759, 187.5, 0], Array([16536.10533994], dtype=float64), 0.0, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -16.5, 0.3404868613707906, 187.5, 0], Array([29.02928267], dtype=float64), 0.9999999999996873, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -14.75, 1.5287332331079506, 187.5, 0], Array([29.02928267], dtype=float64), 0.9999999999996873, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.875, 3.1333686027858842, 187.5, 0], Array([29.02928267], dtype=float64), 0.9999999999996873, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.4375, 4.584792112841914, 187.5, 0], Array([29.02928267], dtype=float64), 0.9999999999996873, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.21875, 0.29875808119969244, 187.5, 0], Array([29.02928267], dtype=float64), 0.9999999999996873, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.109375, 6.23332272753593, 187.5, 0], Array([29.02928267], dtype=float64), 0.9999999999996873, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.0546875, 5.3023560330800406, 187.5, 0], Array([29.02928267], dtype=float64), 0.9999999999996873, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.02734375, 6.176045342826431, 187.5, 0], Array([29.02928267], dtype=float64), 0.9999999999996873, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.013671875, 1.7077945930037717, 187.5, 0], Array([29.02928267], dtype=float64), 0.9999999999996873, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.0068359375, 4.303035382414764, 187.5, 0], Array([29.02928267], dtype=float64), 0.9999999999996873, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.00341796875, 5.800796062415724, 187.5, 0], Array([29.02928267], dtype=float64), 0.9999999999996873, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.001708984375, 3.0997679749762286, 187.5, 0], Array([29.02928267], dtype=float64), 0.9999999999996873, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.0008544921875, 3.6997200742244805, 187.5, 0], Array([29.02928267], dtype=float64), 0.9999999999996873, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.00042724609375, 2.6843834208444783, 187.5, 0], Array([29.02928267], dtype=float64), 0.9999999999996873, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.000213623046875, 4.067815071589092, 187.5, 0], Array([29.02928267], dtype=float64), 0.9999999999996873, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.000106811523438, 1.4733139460472156, 187.5, 0], Array([29.02928267], dtype=float64), 0.9999999999996873, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.000053405761719, 0.9425668373581284, 187.5, 0], Array([29.02928267], dtype=float64), 0.9999999999996873, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.00002670288086, 1.9982875200258239, 187.5, 0], Array([29.02928267], dtype=float64), 0.9999999999996873, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.00001335144043, 1.2185402500451261, 187.5, 0], Array([29.02928267], dtype=float64), 0.9999999999996873, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.000006675720215, 0.6694658618330874, 187.5, 0], Array([29.02928267], dtype=float64), 0.9999999999996873, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.000003337860107, 1.0340382413894738, 187.5, 0], Array([29.02928267], dtype=float64), 0.9999999999996873, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.000001668930054, 0.8660574424077294, 187.5, 0], Array([29.02928267], dtype=float64), 0.9999999999996873, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.000000834465027, 3.6943999455319445, 187.5, 0], Array([29.02928267], dtype=float64), 0.9999999999996873, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.000000417232513, 0.8032447100774192, 187.5, 0], Array([29.02928267], dtype=float64), 0.9999999999996873, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -20.0, 4.89971012660149, 187.5, 0], Array([40.91779884], dtype=float64), 0.9999993944180291, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.0, 2.7237551103734345, 187.5, 0], Array([16241.55260122], dtype=float64), 0.0, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -16.5, 4.293963233399871, 187.5, 0], Array([26.5754871], dtype=float64), 0.9999999999999908, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -14.75, 6.0220187718963825, 187.5, 0], Array([26.5754871], dtype=float64), 0.9999999999999908, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.875, 5.412160935927033, 187.5, 0], Array([26.5754871], dtype=float64), 0.9999999999999908, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.4375, 1.5976835211416303, 187.5, 0], Array([26.5754871], dtype=float64), 0.9999999999999908, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.21875, 5.720104446324045, 187.5, 0], Array([26.5754871], dtype=float64), 0.9999999999999908, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.109375, 4.492100350650487, 187.5, 0], Array([26.5754871], dtype=float64), 0.9999999999999908, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.0546875, 4.785551040576182, 187.5, 0], Array([26.5754871], dtype=float64), 0.9999999999999908, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.02734375, 1.9327321921136251, 187.5, 0], Array([26.5754871], dtype=float64), 0.9999999999999908, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.013671875, 1.9787954290074545, 187.5, 0], Array([26.5754871], dtype=float64), 0.9999999999999908, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.0068359375, 1.0953071623363078, 187.5, 0], Array([26.5754871], dtype=float64), 0.9999999999999908, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.00341796875, 2.192594567319724, 187.5, 0], Array([26.5754871], dtype=float64), 0.9999999999999908, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.001708984375, 3.2189974606479472, 187.5, 0], Array([26.5754871], dtype=float64), 0.9999999999999908, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.0008544921875, 0.6655579290099151, 187.5, 0], Array([26.5754871], dtype=float64), 0.9999999999999908, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.00042724609375, 2.727428763509395, 187.5, 0], Array([26.5754871], dtype=float64), 0.9999999999999908, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.000213623046875, 2.5474218290329858, 187.5, 0], Array([26.5754871], dtype=float64), 0.9999999999999908, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.000106811523438, 0.956660021609018, 187.5, 0], Array([26.5754871], dtype=float64), 0.9999999999999908, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.000053405761719, 1.5600122682414714, 187.5, 0], Array([26.5754871], dtype=float64), 0.9999999999999908, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.00002670288086, 3.9292794296039713, 187.5, 0], Array([26.5754871], dtype=float64), 0.9999999999999908, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.00001335144043, 0.8385281996240982, 187.5, 0], Array([26.5754871], dtype=float64), 0.9999999999999908, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.000006675720215, 1.6481468377347324, 187.5, 0], Array([26.5754871], dtype=float64), 0.9999999999999908, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.000003337860107, 1.91229753097652, 187.5, 0], Array([26.5754871], dtype=float64), 0.9999999999999908, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.000001668930054, 4.036779867195784, 187.5, 0], Array([26.5754871], dtype=float64), 0.9999999999999908, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.000000834465027, 5.247638062242698, 187.5, 0], Array([26.5754871], dtype=float64), 0.9999999999999908, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.000000417232513, 0.9165325606048877, 187.5, 0], Array([26.5754871], dtype=float64), 0.9999999999999908, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -20.0, 0.8924927435219554, 187.5, 0], Array([29.35016912], dtype=float64), 0.9999999999994805, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.0, 1.4350533680368631, 187.5, 0], Array([15224.19079916], dtype=float64), 0.0, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -16.5, 2.7343925976551473, 187.5, 0], Array([22.69429095], dtype=float64), 0.9999999999999987, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -14.75, 1.9981655487206145, 187.5, 0], Array([22.69429095], dtype=float64), 0.9999999999999987, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.875, 3.138390195715637, 187.5, 0], Array([22.69429095], dtype=float64), 0.9999999999999987, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.4375, 0.6007958614570303, 187.5, 0], Array([22.69429095], dtype=float64), 0.9999999999999987, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.21875, 3.8447930348639, 187.5, 0], Array([22.69429095], dtype=float64), 0.9999999999999987, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.109375, 4.413356676861452, 187.5, 0], Array([22.69429095], dtype=float64), 0.9999999999999987, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.0546875, 4.002399170041002, 187.5, 0], Array([22.69429095], dtype=float64), 0.9999999999999987, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.02734375, 2.20413530004117, 187.5, 0], Array([22.69429095], dtype=float64), 0.9999999999999987, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.013671875, 4.166612436284341, 187.5, 0], Array([22.69429095], dtype=float64), 0.9999999999999987, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.0068359375, 4.583419714508275, 187.5, 0], Array([22.69429095], dtype=float64), 0.9999999999999987, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.00341796875, 3.0787449077037894, 187.5, 0], Array([22.69429095], dtype=float64), 0.9999999999999987, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.698970004336019, -13.001708984375, 5.58475089325136, 187.5, 0], Array([22.69429095], dtype=float64), 0.9999999999999987, 76]
