[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.221848749616356, -18.0, 2.753832516789949, 187.5, 0], Array([34.86295251], dtype=float64), 0.9999999988473519, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.221848749616356, -13.0, 5.384705391307245, 187.5, 0], Array([68982.58360193], dtype=float64), 0.0, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.221848749616356, -15.5, 3.3672010929611016, 187.5, 0], Array([33.88068232], dtype=float64), 0.9999999996569842, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.221848749616356, -14.25, 3.583538053638657, 187.5, 0], Array([270.82745589], dtype=float64), 3.788372184305809e-45, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.221848749616356, -14.875, 4.716848777529659, 187.5, 0], Array([56.42777341], dtype=float64), 0.9925353399320634, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.221848749616356, -14.5625, 5.960792017808625, 187.5, 0], Array([93.82886562], dtype=float64), 0.026093265456774317, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.221848749616356, -14.71875, 1.5401960629893163, 187.5, 0], Array([77.48967747], dtype=float64), 0.4176301532385622, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.221848749616356, -14.640625, 3.113682911645302, 187.5, 0], Array([68.95310609], dtype=float64), 0.7870452633964454, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.221848749616356, -14.6015625, 5.498807715852086, 187.5, 0], Array([87.09696121], dtype=float64), 0.10500231039300345, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.221848749616356, -14.58203125, 5.263559145079524, 187.5, 0], Array([95.9848744], dtype=float64), 0.015577965673968339, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.221848749616356, -14.591796875, 2.378469522282762, 187.5, 0], Array([79.53825071], dtype=float64), 0.3307531731886292, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.221848749616356, -14.5869140625, 0.21279094525207695, 187.5, 0], Array([80.61280598], dtype=float64), 0.2888176136328339, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.221848749616356, -14.58447265625, 2.6999356669607577, 187.5, 0], Array([86.75823683], dtype=float64), 0.11160776888926884, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.221848749616356, -14.583251953125, 0.012647772526619236, 187.5, 0], Array([88.5361407], dtype=float64), 0.08023259998574432, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.221848749616356, -14.5826416015625, 4.578799963096093, 187.5, 0], Array([76.73979636], dtype=float64), 0.4511312401501889, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.221848749616356, -14.58233642578125, 3.7399126493890145, 187.5, 0], Array([80.81865841], dtype=float64), 0.281119106866556, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.221848749616356, -14.582183837890625, 4.901777335842787, 187.5, 0], Array([96.84178654], dtype=float64), 0.012576202187581112, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.221848749616356, -14.582260131835938, 0.18496967740811285, 187.5, 0], Array([86.03211947], dtype=float64), 0.1268212594978671, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.221848749616356, -14.582221984863281, 2.4555252711169295, 187.5, 0], Array([80.97778045], dtype=float64), 0.2752457318265572, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.221848749616356, -14.582202911376953, 5.990619301150791, 187.5, 0], Array([66.80247729], dtype=float64), 0.8559327175623577, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.221848749616356, -14.582193374633789, 0.04247575612483575, 187.5, 0], Array([86.10104106], dtype=float64), 0.12531432524294966, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.221848749616356, -14.582188606262207, 3.326702049064805, 187.5, 0], Array([85.43037672], dtype=float64), 0.14055101883163804, 76]
