[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -18.0, 1.2927126880312183, 187.5, 0], Array([33.8454804], dtype=float64), 0.9999999996719389, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -13.0, 0.9061285112964431, 187.5, 0], Array([45448.04732732], dtype=float64), 0.0, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -15.5, 6.129174684768537, 187.5, 0], Array([32.62300643], dtype=float64), 0.9999999999338018, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.25, 0.6414609031909678, 187.5, 0], Array([175.88095157], dtype=float64), 7.095712121666953e-18, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.875, 1.7561652977719855, 187.5, 0], Array([27.37430881], dtype=float64), 0.9999999999999754, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.5625, 1.6807230832732292, 187.5, 0], Array([59.15729132], dtype=float64), 0.9801847142781087, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.40625, 5.972860364663887, 187.5, 0], Array([104.29325976], dtype=float64), 0.0015905922985450262, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.484375, 3.6995481185734294, 187.5, 0], Array([88.13984533], dtype=float64), 0.0865393619816469, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.4453125, 2.0566398845565472, 187.5, 0], Array([89.19995924], dtype=float64), 0.07049221462074054, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.42578125, 2.2829339519721943, 187.5, 0], Array([93.99553405], dtype=float64), 0.025102756083527626, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.435546875, 3.356346851094997, 187.5, 0], Array([99.11975474], dtype=float64), 0.006947554190259678, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.4404296875, 5.552203740386801, 187.5, 0], Array([99.82288377], dtype=float64), 0.005744202648197389, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.44287109375, 0.22060237883873757, 187.5, 0], Array([95.76424644], dtype=float64), 0.016447015670040078, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.444091796875, 4.760001090014551, 187.5, 0], Array([96.36543791], dtype=float64), 0.014174185519761632, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.4447021484375, 0.19054919249623, 187.5, 0], Array([85.00033956], dtype=float64), 0.15100275617900188, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.44439697265625, 5.438904236938493, 187.5, 0], Array([87.86458686], dtype=float64), 0.09114499611181998, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.444244384765625, 6.0583684571518255, 187.5, 0], Array([91.38160271], dtype=float64), 0.04500566689985591, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -18.0, 0.7942917297672586, 187.5, 0], Array([30.68072517], dtype=float64), 0.9999999999958296, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -13.0, 4.546181269164522, 187.5, 0], Array([46074.66874076], dtype=float64), 0.0, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -15.5, 2.1449683781756144, 187.5, 0], Array([31.21656441], dtype=float64), 0.9999999999907956, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.25, 5.2048112996866776, 187.5, 0], Array([171.2152925], dtype=float64), 1.0236176871589523e-16, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.875, 5.609510916164769, 187.5, 0], Array([46.29829694], dtype=float64), 0.9999612211523334, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.5625, 2.383921148205789, 187.5, 0], Array([69.47864324], dtype=float64), 0.7679333447093462, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.40625, 1.4456724200165558, 187.5, 0], Array([100.78080173], dtype=float64), 0.00440982051843942, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.484375, 5.21575541205093, 187.5, 0], Array([82.06960628], dtype=float64), 0.2368365873813521, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.4453125, 3.632396353909133, 187.5, 0], Array([89.31914682], dtype=float64), 0.0688486183045446, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.42578125, 5.758188437182433, 187.5, 0], Array([100.4801883], dtype=float64), 0.004794361468956294, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.435546875, 1.558292728052924, 187.5, 0], Array([109.94708803], dtype=float64), 0.00026303633262528796, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.4404296875, 0.8836632972725917, 187.5, 0], Array([98.83652874], dtype=float64), 0.007493792154484508, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.44287109375, 3.53989558375053, 187.5, 0], Array([94.8529435], dtype=float64), 0.020506932079496432, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.444091796875, 5.652832516125871, 187.5, 0], Array([91.4328095], dtype=float64), 0.04451520611001883, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -18.0, 4.089331122079729, 187.5, 0], Array([30.97047697], dtype=float64), 0.9999999999935809, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -13.0, 3.7567563546898457, 187.5, 0], Array([44685.82895273], dtype=float64), 0.0, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -15.5, 1.1752665473701605, 187.5, 0], Array([33.50264773], dtype=float64), 0.9999999997884257, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.25, 2.0343970882905116, 187.5, 0], Array([183.62053549], dtype=float64), 7.575908450606811e-20, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.875, 3.0626086843159834, 187.5, 0], Array([44.39846912], dtype=float64), 0.9999898481457982, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.5625, 2.122157246054318, 187.5, 0], Array([69.59320407], dtype=float64), 0.7636572593114247, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.40625, 4.843526713987004, 187.5, 0], Array([103.56355494], dtype=float64), 0.0019785204897212823, 76]
[12.5, 12.75, [1.0, 0.22069743502150108, 9, -8.397940008672037, -14.484375, 3.319022758236882, 187.5, 0], Array([85.39171208], dtype=float64), 0.14146873750574407, 76]
